"gene","seqid","type"
"ENSMUSG00000004651","7","gene"
"ENSMUSG00000004654","6","gene"
"ENSMUSG00000004655","6","gene"
"ENSMUSG00000004661","9","gene"
"ENSMUSG00000004665","10","gene"
"ENSMUSG00000004667","10","gene"
"ENSMUSG00000004668","11","gene"
"ENSMUSG00000004677","8","gene"
"ENSMUSG00000004698","12","gene"
"ENSMUSG00000004707","1","gene"
"ENSMUSG00000004709","1","gene"
"ENSMUSG00000004730","17","gene"
"ENSMUSG00000004748","11","gene"
"ENSMUSG00000004768","1","gene"
"ENSMUSG00000004771","9","gene"
"ENSMUSG00000004788","12","gene"
"ENSMUSG00000004789","12","gene"
"ENSMUSG00000004791","12","gene"
"ENSMUSG00000004798","11","gene"
"ENSMUSG00000004814","5","gene"
"ENSMUSG00000004815","5","gene"
"ENSMUSG00000004821","5","gene"
"ENSMUSG00000004837","11","gene"
"ENSMUSG00000004842","16","gene"
"ENSMUSG00000004843","16","gene"
"ENSMUSG00000004846","5","gene"
"ENSMUSG00000004849","5","gene"
"ENSMUSG00000004864","17","gene"
"ENSMUSG00000004865","17","gene"
"ENSMUSG00000004872","1","gene"
"ENSMUSG00000004880","1","gene"
"ENSMUSG00000004885","3","gene"
"ENSMUSG00000004891","3","gene"
"ENSMUSG00000004892","3","gene"
"ENSMUSG00000004894","3","gene"
"ENSMUSG00000004895","3","gene"
"ENSMUSG00000004896","3","gene"
"ENSMUSG00000004897","3","gene"
"ENSMUSG00000004902","6","gene"
"ENSMUSG00000004929","10","gene"
"ENSMUSG00000004931","10","gene"
"ENSMUSG00000004933","10","gene"
"ENSMUSG00000004934","10","gene"
"ENSMUSG00000004936","9","gene"
"ENSMUSG00000004937","10","gene"
"ENSMUSG00000004939","10","gene"
"ENSMUSG00000004945","17","gene"
"ENSMUSG00000004947","5","gene"
"ENSMUSG00000004948","5","gene"
"ENSMUSG00000004951","5","gene"
"ENSMUSG00000004952","5","gene"
"ENSMUSG00000004961","7","gene"
"ENSMUSG00000004980","6","gene"
"ENSMUSG00000004988","6","gene"
"ENSMUSG00000004994","8","gene"
"ENSMUSG00000004996","8","gene"
"ENSMUSG00000005034","3","gene"
"ENSMUSG00000005043","11","gene"
"ENSMUSG00000005045","4","gene"
"ENSMUSG00000005054","10","gene"
"ENSMUSG00000005057","5","gene"
"ENSMUSG00000005069","6","gene"
"ENSMUSG00000005078","12","gene"
"ENSMUSG00000005087","2","gene"
"ENSMUSG00000005089","2","gene"
"ENSMUSG00000005102","2","gene"
"ENSMUSG00000005103","5","gene"
"ENSMUSG00000005107","5","gene"
"ENSMUSG00000005124","15","gene"
"ENSMUSG00000005125","15","gene"
"ENSMUSG00000005131","9","gene"
"ENSMUSG00000005142","8","gene"
"ENSMUSG00000005148","14","gene"
"ENSMUSG00000005150","8","gene"
"ENSMUSG00000005161","8","gene"
"ENSMUSG00000005198","11","gene"
"ENSMUSG00000005202","11","gene"
"ENSMUSG00000005204","11","gene"
"ENSMUSG00000005220","5","gene"
"ENSMUSG00000005225","6","gene"
"ENSMUSG00000005232","2","gene"
"ENSMUSG00000005233","2","gene"
"ENSMUSG00000005237","11","gene"
"ENSMUSG00000005251","16","gene"
"ENSMUSG00000005262","16","gene"
"ENSMUSG00000005267","11","gene"
"ENSMUSG00000005268","15","gene"
"ENSMUSG00000005299","5","gene"
"ENSMUSG00000005312","13","gene"
"ENSMUSG00000005320","13","gene"
"ENSMUSG00000005338","1","gene"
"ENSMUSG00000005339","1","gene"
"ENSMUSG00000005354","15","gene"
"ENSMUSG00000005355","10","gene"
"ENSMUSG00000005357","10","gene"
"ENSMUSG00000005360","15","gene"
"ENSMUSG00000005362","6","gene"
"ENSMUSG00000005364","6","gene"
"ENSMUSG00000005370","17","gene"
"ENSMUSG00000005371","17","gene"
"ENSMUSG00000005373","5","gene"
"ENSMUSG00000005374","5","gene"
"ENSMUSG00000005378","5","gene"
"ENSMUSG00000005397","13","gene"
"ENSMUSG00000005410","8","gene"
"ENSMUSG00000005413","8","gene"
"ENSMUSG00000005417","11","gene"
"ENSMUSG00000005442","7","gene"
"ENSMUSG00000005447","7","gene"
"ENSMUSG00000005465","8","gene"
"ENSMUSG00000005469","8","gene"
"ENSMUSG00000005470","8","gene"
"ENSMUSG00000005474","5","gene"
"ENSMUSG00000005481","8","gene"
"ENSMUSG00000005483","8","gene"
"ENSMUSG00000005493","3","gene"
"ENSMUSG00000005501","1","gene"
"ENSMUSG00000005503","6","gene"
"ENSMUSG00000005505","2","gene"
"ENSMUSG00000005506","2","gene"
"ENSMUSG00000005510","2","gene"
"ENSMUSG00000005514","5","gene"
"ENSMUSG00000005533","7","gene"
"ENSMUSG00000005534","8","gene"
"ENSMUSG00000005540","8","gene"
"ENSMUSG00000005547","7","gene"
"ENSMUSG00000005553","7","gene"
"ENSMUSG00000005566","7","gene"
"ENSMUSG00000005575","7","gene"
"ENSMUSG00000005580","16","gene"
"ENSMUSG00000005583","13","gene"
"ENSMUSG00000005609","7","gene"
"ENSMUSG00000005610","7","gene"
"ENSMUSG00000005611","7","gene"
"ENSMUSG00000005615","16","gene"
"ENSMUSG00000005621","7","gene"
"ENSMUSG00000005625","3","gene"
"ENSMUSG00000005628","3","gene"
"ENSMUSG00000005640","3","gene"
"ENSMUSG00000005649","7","gene"
"ENSMUSG00000005656","12","gene"
"ENSMUSG00000005667","6","gene"
"ENSMUSG00000005672","5","gene"
"ENSMUSG00000005674","1","gene"
"ENSMUSG00000005677","1","gene"
"ENSMUSG00000005681","1","gene"
"ENSMUSG00000005682","10","gene"
"ENSMUSG00000005683","10","gene"
"ENSMUSG00000005686","7","gene"
"ENSMUSG00000005687","3","gene"
"ENSMUSG00000005696","X","gene"
"ENSMUSG00000005698","8","gene"
"ENSMUSG00000005699","8","gene"
"ENSMUSG00000005705","8","gene"
"ENSMUSG00000005716","15","gene"
"ENSMUSG00000005718","16","gene"
"ENSMUSG00000005732","16","gene"
"ENSMUSG00000005763","1","gene"
"ENSMUSG00000005774","3","gene"
"ENSMUSG00000005779","3","gene"
"ENSMUSG00000005800","9","gene"
"ENSMUSG00000005802","2","gene"
"ENSMUSG00000005803","2","gene"
"ENSMUSG00000005804","2","gene"
"ENSMUSG00000005813","3","gene"
"ENSMUSG00000005823","17","gene"
"ENSMUSG00000005824","17","gene"
"ENSMUSG00000005836","18","gene"
"ENSMUSG00000005846","16","gene"
"ENSMUSG00000005864","X","gene"
"ENSMUSG00000005871","18","gene"
"ENSMUSG00000005873","18","gene"
"ENSMUSG00000005881","2","gene"
"ENSMUSG00000005882","2","gene"
"ENSMUSG00000005883","2","gene"
"ENSMUSG00000005886","1","gene"
"ENSMUSG00000005891","13","gene"
"ENSMUSG00000005892","6","gene"
"ENSMUSG00000005893","6","gene"
"ENSMUSG00000005897","10","gene"
"ENSMUSG00000005899","16","gene"
"ENSMUSG00000005907","5","gene"
"ENSMUSG00000005917","11","gene"
"ENSMUSG00000005936","17","gene"
"ENSMUSG00000005947","11","gene"
"ENSMUSG00000005949","11","gene"
"ENSMUSG00000005950","11","gene"
"ENSMUSG00000005951","11","gene"
"ENSMUSG00000005952","11","gene"
"ENSMUSG00000005958","16","gene"
"ENSMUSG00000005968","3","gene"
"ENSMUSG00000005973","2","gene"
"ENSMUSG00000005980","16","gene"
"ENSMUSG00000005981","16","gene"
"ENSMUSG00000005982","16","gene"
"ENSMUSG00000005983","16","gene"
"ENSMUSG00000005986","19","gene"
"ENSMUSG00000005994","4","gene"
"ENSMUSG00000006005","1","gene"
"ENSMUSG00000006007","1","gene"
"ENSMUSG00000006010","1","gene"
"ENSMUSG00000006014","1","gene"
"ENSMUSG00000006019","7","gene"
"ENSMUSG00000006021","7","gene"
"ENSMUSG00000006024","7","gene"
"ENSMUSG00000006050","18","gene"
"ENSMUSG00000006056","11","gene"
"ENSMUSG00000006057","11","gene"
"ENSMUSG00000006058","11","gene"
"ENSMUSG00000006095","7","gene"
"ENSMUSG00000006127","11","gene"
"ENSMUSG00000006134","16","gene"
"ENSMUSG00000006143","5","gene"
"ENSMUSG00000006154","7","gene"
"ENSMUSG00000006169","11","gene"
"ENSMUSG00000006179","13","gene"
"ENSMUSG00000006191","13","gene"
"ENSMUSG00000006200","X","gene"
"ENSMUSG00000006204","7","gene"
"ENSMUSG00000006205","7","gene"
"ENSMUSG00000006215","4","gene"
"ENSMUSG00000006216","4","gene"
"ENSMUSG00000006218","4","gene"
"ENSMUSG00000006219","4","gene"
"ENSMUSG00000006221","4","gene"
"ENSMUSG00000006235","9","gene"
"ENSMUSG00000006241","9","gene"
"ENSMUSG00000006262","5","gene"
"ENSMUSG00000006269","6","gene"
"ENSMUSG00000006270","19","gene"
"ENSMUSG00000006273","8","gene"
"ENSMUSG00000006276","8","gene"
"ENSMUSG00000006281","14","gene"
"ENSMUSG00000006288","14","gene"
"ENSMUSG00000006289","14","gene"
"ENSMUSG00000006299","1","gene"
"ENSMUSG00000006301","1","gene"
"ENSMUSG00000006304","1","gene"
"ENSMUSG00000006307","7","gene"
"ENSMUSG00000006310","7","gene"
"ENSMUSG00000006311","7","gene"
"ENSMUSG00000006313","7","gene"
"ENSMUSG00000006315","7","gene"
"ENSMUSG00000006333","7","gene"
"ENSMUSG00000006335","7","gene"
"ENSMUSG00000006342","10","gene"
"ENSMUSG00000006344","10","gene"
"ENSMUSG00000006345","10","gene"
"ENSMUSG00000006356","12","gene"
"ENSMUSG00000006360","12","gene"
"ENSMUSG00000006362","8","gene"
"ENSMUSG00000006369","15","gene"
"ENSMUSG00000006373","X","gene"
"ENSMUSG00000006378","15","gene"
"ENSMUSG00000006386","4","gene"
"ENSMUSG00000006389","4","gene"
"ENSMUSG00000006390","4","gene"
"ENSMUSG00000006392","4","gene"
"ENSMUSG00000006395","4","gene"
"ENSMUSG00000006398","4","gene"
"ENSMUSG00000006403","1","gene"
"ENSMUSG00000006411","1","gene"
"ENSMUSG00000006412","1","gene"
"ENSMUSG00000006418","2","gene"
"ENSMUSG00000006423","X","gene"
"ENSMUSG00000006435","19","gene"
"ENSMUSG00000006442","4","gene"
"ENSMUSG00000006445","4","gene"
"ENSMUSG00000006456","19","gene"
"ENSMUSG00000006457","19","gene"
"ENSMUSG00000006462","2","ncRNA_gene"
"ENSMUSG00000006463","19","gene"
"ENSMUSG00000006464","19","gene"
"ENSMUSG00000006469","2","gene"
"ENSMUSG00000006471","2","gene"
"ENSMUSG00000006476","2","gene"
"ENSMUSG00000006488","13","gene"
"ENSMUSG00000006490","13","gene"
"ENSMUSG00000006494","2","gene"
"ENSMUSG00000006498","10","gene"
"ENSMUSG00000006517","8","gene"
"ENSMUSG00000006519","8","gene"
"ENSMUSG00000006522","14","gene"
"ENSMUSG00000006526","14","gene"
"ENSMUSG00000006527","14","gene"
"ENSMUSG00000006529","14","gene"
"ENSMUSG00000006538","1","gene"
"ENSMUSG00000006542","1","gene"
"ENSMUSG00000006546","1","gene"
"ENSMUSG00000006567","8","gene"
"ENSMUSG00000006570","8","gene"
"ENSMUSG00000006574","11","gene"
"ENSMUSG00000006575","11","gene"
"ENSMUSG00000006576","1","gene"
"ENSMUSG00000006585","8","gene"
"ENSMUSG00000006586","4","gene"
"ENSMUSG00000006587","8","gene"
"ENSMUSG00000006589","8","gene"
"ENSMUSG00000006599","7","gene"
"ENSMUSG00000006611","13","gene"
"ENSMUSG00000006638","5","gene"
"ENSMUSG00000006641","5","gene"
"ENSMUSG00000006642","5","gene"
"ENSMUSG00000006649","7","gene"
"ENSMUSG00000006651","7","gene"
"ENSMUSG00000006673","9","gene"
"ENSMUSG00000006675","9","gene"
"ENSMUSG00000006676","9","gene"
"ENSMUSG00000006678","X","gene"
"ENSMUSG00000006699","4","gene"
"ENSMUSG00000006705","17","gene"
"ENSMUSG00000006711","13","gene"
"ENSMUSG00000006715","13","gene"
"ENSMUSG00000006717","13","gene"
"ENSMUSG00000006720","13","gene"
"ENSMUSG00000006724","10","gene"
"ENSMUSG00000006728","10","gene"
"ENSMUSG00000006731","10","gene"
"ENSMUSG00000006732","10","gene"
"ENSMUSG00000006736","10","gene"
"ENSMUSG00000006740","18","gene"
"ENSMUSG00000006763","7","gene"
"ENSMUSG00000006764","10","gene"
"ENSMUSG00000006777","11","gene"
"ENSMUSG00000006782","11","gene"
"ENSMUSG00000006784","11","gene"
"ENSMUSG00000006800","2","gene"
"ENSMUSG00000006818","17","gene"
"ENSMUSG00000006850","18","gene"
"ENSMUSG00000006906","6","gene"
"ENSMUSG00000006920","11","gene"
"ENSMUSG00000006930","11","gene"
"ENSMUSG00000006931","11","gene"
"ENSMUSG00000006932","9","gene"
"ENSMUSG00000006941","9","gene"
"ENSMUSG00000006948","7","gene"
"ENSMUSG00000006958","16","gene"
"ENSMUSG00000006998","16","gene"
"ENSMUSG00000007021","17","gene"
"ENSMUSG00000007029","17","gene"
"ENSMUSG00000007030","17","gene"
"ENSMUSG00000007033","17","gene"
"ENSMUSG00000007034","17","gene"
"ENSMUSG00000007035","17","gene"
"ENSMUSG00000007036","17","gene"
"ENSMUSG00000007038","17","gene"
"ENSMUSG00000007039","17","gene"
"ENSMUSG00000007041","17","gene"
"ENSMUSG00000007050","17","gene"
"ENSMUSG00000007080","5","gene"
"ENSMUSG00000007097","1","gene"
"ENSMUSG00000007107","1","gene"
"ENSMUSG00000007122","1","gene"
"ENSMUSG00000007207","5","gene"
"ENSMUSG00000007209","7","gene"
"ENSMUSG00000007216","6","gene"
"ENSMUSG00000007279","7","gene"
"ENSMUSG00000007338","19","gene"
"ENSMUSG00000007379","3","gene"
"ENSMUSG00000007411","12","gene"
"ENSMUSG00000007415","5","gene"
"ENSMUSG00000007440","18","gene"
"ENSMUSG00000007457","5","gene"
"ENSMUSG00000007458","6","gene"
"ENSMUSG00000007476","2","gene"
"ENSMUSG00000007480","18","gene"
"ENSMUSG00000007564","17","gene"
"ENSMUSG00000007570","17","gene"
"ENSMUSG00000007589","14","gene"
"ENSMUSG00000007591","14","gene"
"ENSMUSG00000007594","8","gene"
"ENSMUSG00000007603","17","gene"
"ENSMUSG00000007610","8","gene"
"ENSMUSG00000007613","4","gene"
"ENSMUSG00000007617","13","gene"
"ENSMUSG00000007646","11","gene"
"ENSMUSG00000007653","11","gene"
"ENSMUSG00000007655","6","gene"
"ENSMUSG00000007656","9","gene"
"ENSMUSG00000007659","2","gene"
"ENSMUSG00000007670","17","gene"
"ENSMUSG00000007682","12","gene"
"ENSMUSG00000007721","8","gene"
"ENSMUSG00000007739","11","gene"
"ENSMUSG00000007777","11","gene"
"ENSMUSG00000007783","7","gene"
"ENSMUSG00000007805","1","gene"
"ENSMUSG00000007812","5","gene"
"ENSMUSG00000007815","9","gene"
"ENSMUSG00000007817","14","gene"
"ENSMUSG00000007827","6","gene"
"ENSMUSG00000007833","7","gene"
"ENSMUSG00000007836","13","gene"
"ENSMUSG00000007837","7","gene"
"ENSMUSG00000007850","11","gene"
"ENSMUSG00000007867","12","gene"
"ENSMUSG00000007872","4","gene"
"ENSMUSG00000007877","11","gene"
"ENSMUSG00000007880","4","gene"
"ENSMUSG00000007888","8","gene"
"ENSMUSG00000007891","7","gene"
"ENSMUSG00000007892","9","gene"
"ENSMUSG00000007907","5","gene"
"ENSMUSG00000007908","9","gene"
"ENSMUSG00000007944","7","gene"
"ENSMUSG00000007946","7","gene"
"ENSMUSG00000007950","8","gene"
"ENSMUSG00000007987","5","gene"
"ENSMUSG00000007989","14","gene"
"ENSMUSG00000008028","7","gene"
"ENSMUSG00000008035","X","gene"
"ENSMUSG00000008036","7","gene"
"ENSMUSG00000008090","5","gene"
"ENSMUSG00000008129","8","gene"
"ENSMUSG00000008136","1","gene"
"ENSMUSG00000008140","7","gene"
"ENSMUSG00000008153","6","gene"
"ENSMUSG00000008167","8","gene"
"ENSMUSG00000008193","7","gene"
"ENSMUSG00000008200","2","gene"
"ENSMUSG00000008206","8","gene"
"ENSMUSG00000008226","2","gene"
"ENSMUSG00000008301","18","gene"
"ENSMUSG00000008305","4","gene"
"ENSMUSG00000008307","5","gene"
"ENSMUSG00000008318","7","gene"
"ENSMUSG00000008333","2","gene"
"ENSMUSG00000008348","5","gene"
"ENSMUSG00000008373","7","gene"
"ENSMUSG00000008384","7","gene"
"ENSMUSG00000008393","16","gene"
"ENSMUSG00000008398","10","gene"
"ENSMUSG00000008429","9","gene"
"ENSMUSG00000008435","7","gene"
"ENSMUSG00000008438","12","gene"
"ENSMUSG00000008450","8","gene"
"ENSMUSG00000008461","7","gene"
"ENSMUSG00000008475","1","gene"
"ENSMUSG00000008482","17","gene"
"ENSMUSG00000008489","4","gene"
"ENSMUSG00000008496","7","gene"
"ENSMUSG00000008540","6","gene"
"ENSMUSG00000008575","4","gene"
"ENSMUSG00000008590","9","gene"
"ENSMUSG00000008601","3","gene"
"ENSMUSG00000008604","3","gene"
"ENSMUSG00000008658","16","gene"
"ENSMUSG00000008668","17","gene"
"ENSMUSG00000008682","X","gene"
"ENSMUSG00000008683","7","gene"
"ENSMUSG00000008690","15","gene"
"ENSMUSG00000008730","3","gene"
"ENSMUSG00000008734","7","gene"
"ENSMUSG00000008763","3","gene"
"ENSMUSG00000008789","7","gene"
"ENSMUSG00000008813","14","gene"
"ENSMUSG00000008822","12","gene"
"ENSMUSG00000008843","5","gene"
"ENSMUSG00000008845","6","gene"
"ENSMUSG00000008855","11","gene"
"ENSMUSG00000008859","13","gene"
"ENSMUSG00000008874","8","gene"
"ENSMUSG00000008892","8","gene"
"ENSMUSG00000008932","4","gene"
"ENSMUSG00000008958","3","gene"
"ENSMUSG00000008976","16","gene"
"ENSMUSG00000008999","2","gene"
"ENSMUSG00000009013","5","gene"
"ENSMUSG00000009030","2","gene"
"ENSMUSG00000009035","15","gene"
"ENSMUSG00000009047","16","gene"
"ENSMUSG00000009070","10","gene"
"ENSMUSG00000009073","11","gene"
"ENSMUSG00000009075","11","gene"
"ENSMUSG00000009076","11","gene"
"ENSMUSG00000009079","11","gene"
"ENSMUSG00000009090","11","gene"
"ENSMUSG00000009092","10","gene"
"ENSMUSG00000009093","10","gene"
"ENSMUSG00000009097","16","gene"
"ENSMUSG00000009108","3","gene"
"ENSMUSG00000009112","6","gene"
"ENSMUSG00000009114","10","gene"
"ENSMUSG00000009115","10","gene"
"ENSMUSG00000009145","6","gene"
"ENSMUSG00000009185","11","gene"
"ENSMUSG00000009207","2","gene"
"ENSMUSG00000009210","11","gene"
"ENSMUSG00000009214","2","gene"
"ENSMUSG00000009216","2","gene"
"ENSMUSG00000009246","7","gene"
"ENSMUSG00000009248","7","gene"
"ENSMUSG00000009281","6","gene"
"ENSMUSG00000009291","10","gene"
"ENSMUSG00000009292","10","gene"
"ENSMUSG00000009293","10","gene"
"ENSMUSG00000009350","11","gene"
"ENSMUSG00000009356","11","gene"
"ENSMUSG00000009376","6","gene"
"ENSMUSG00000009378","19","gene"
"ENSMUSG00000009394","6","gene"
"ENSMUSG00000009406","X","gene"
"ENSMUSG00000009418","1","gene"
"ENSMUSG00000009470","13","gene"
"ENSMUSG00000009471","7","gene"
"ENSMUSG00000009487","7","gene"
"ENSMUSG00000009535","18","gene"
"ENSMUSG00000009545","7","gene"
"ENSMUSG00000009549","2","gene"
"ENSMUSG00000009551","2","ncRNA_gene"
"ENSMUSG00000009555","2","gene"
"ENSMUSG00000009563","2","gene"
"ENSMUSG00000009566","2","gene"
"ENSMUSG00000009569","16","gene"
"ENSMUSG00000009575","15","gene"
"ENSMUSG00000009580","5","gene"
"ENSMUSG00000009585","15","gene"
"ENSMUSG00000009588","11","gene"
"ENSMUSG00000009596","X","gene"
"ENSMUSG00000009614","2","gene"
"ENSMUSG00000009621","2","gene"
"ENSMUSG00000009628","8","gene"
"ENSMUSG00000009630","8","gene"
"ENSMUSG00000009633","1","gene"
"ENSMUSG00000009640","4","gene"
"ENSMUSG00000009646","10","gene"
"ENSMUSG00000009647","10","gene"
"ENSMUSG00000009654","10","gene"
"ENSMUSG00000009670","X","gene"
"ENSMUSG00000009681","10","gene"
"ENSMUSG00000009687","7","gene"
"ENSMUSG00000009731","X","gene"
"ENSMUSG00000009733","15","gene"
"ENSMUSG00000009734","13","gene"
"ENSMUSG00000009739","15","gene"
"ENSMUSG00000009741","9","gene"
"ENSMUSG00000009772","1","gene"
"ENSMUSG00000009828","9","gene"
"ENSMUSG00000009863","4","gene"
"ENSMUSG00000009876","2","gene"
"ENSMUSG00000009894","11","gene"
"ENSMUSG00000009900","11","gene"
"ENSMUSG00000009905","1","gene"
"ENSMUSG00000009907","1","gene"
"ENSMUSG00000009927","9","gene"
"ENSMUSG00000009941","X","gene"
"ENSMUSG00000009995","X","gene"
"ENSMUSG00000010021","11","gene"
"ENSMUSG00000010025","11","gene"
"ENSMUSG00000010044","9","gene"
"ENSMUSG00000010045","9","gene"
"ENSMUSG00000010047","9","gene"
"ENSMUSG00000010048","9","gene"
"ENSMUSG00000010051","9","gene"
"ENSMUSG00000010054","9","gene"
"ENSMUSG00000010057","9","gene"
"ENSMUSG00000010064","9","gene"
"ENSMUSG00000010066","9","gene"
"ENSMUSG00000010067","9","gene"
"ENSMUSG00000010080","11","gene"
"ENSMUSG00000010086","11","gene"
"ENSMUSG00000010095","19","gene"
"ENSMUSG00000010097","19","gene"
"ENSMUSG00000010110","19","gene"
"ENSMUSG00000010122","11","gene"
"ENSMUSG00000010136","3","gene"
"ENSMUSG00000010142","11","gene"
"ENSMUSG00000010154","8","gene"
"ENSMUSG00000010175","1","gene"
"ENSMUSG00000010205","9","gene"
"ENSMUSG00000010277","11","gene"
"ENSMUSG00000010290","1","gene"
"ENSMUSG00000010307","7","gene"
"ENSMUSG00000010311","1","gene"
"ENSMUSG00000010342","11","gene"
"ENSMUSG00000010358","11","gene"
"ENSMUSG00000010362","11","gene"
"ENSMUSG00000010376","14","gene"
"ENSMUSG00000010392","11","gene"
"ENSMUSG00000010406","14","gene"
"ENSMUSG00000010435","8","gene"
"ENSMUSG00000010453","1","gene"
"ENSMUSG00000010461","10","gene"
"ENSMUSG00000010476","7","gene"
"ENSMUSG00000010492","2","ncRNA_gene"
"ENSMUSG00000010505","2","gene"
"ENSMUSG00000010517","4","gene"
"ENSMUSG00000010529","12","gene"
"ENSMUSG00000010538","3","gene"
"ENSMUSG00000010554","11","gene"
"ENSMUSG00000010592","17","gene"
"ENSMUSG00000010601","15","gene"
"ENSMUSG00000010607","9","gene"
"ENSMUSG00000010608","12","gene"
"ENSMUSG00000010609","1","gene"
"ENSMUSG00000010651","9","gene"
"ENSMUSG00000010660","9","gene"
"ENSMUSG00000010663","19","gene"
"ENSMUSG00000010721","5","gene"
"ENSMUSG00000010751","7","gene"
"ENSMUSG00000010755","7","gene"
"ENSMUSG00000010760","7","gene"
"ENSMUSG00000010796","6","gene"
"ENSMUSG00000010797","6","gene"
"ENSMUSG00000010803","11","gene"
"ENSMUSG00000010825","5","gene"
"ENSMUSG00000010830","15","gene"
"ENSMUSG00000010841","11","gene"
"ENSMUSG00000010911","2","gene"
"ENSMUSG00000010914","2","gene"
